,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Generation
1291,37,Yes,Research & Development,10,4,Medical,4,Male,58,3,Manufacturing Director,1,Single,4213,1,No,15,2,80,0,10,4,1,10,3,0,8,Millenials
1292,39,No,Sales,20,3,Life Sciences,3,Male,83,3,Sales Executive,4,Divorced,4127,2,No,18,4,80,1,7,6,3,2,1,2,2,Millenials
1293,43,No,Research & Development,9,3,Life Sciences,1,Male,52,3,Research Scientist,3,Single,2438,4,No,13,3,80,0,7,2,2,3,2,1,2,Gen X
1294,41,No,Research & Development,5,3,Life Sciences,2,Male,85,4,Healthcare Representative,2,Single,6870,3,No,12,1,80,0,11,3,1,3,2,1,2,Gen X
1295,41,No,Sales,4,1,Marketing,3,Female,81,3,Sales Executive,3,Divorced,10447,0,Yes,13,4,80,1,23,3,4,22,14,13,5,Gen X
1296,30,No,Research & Development,10,3,Medical,1,Female,64,3,Manufacturing Director,3,Single,9667,9,No,14,2,80,0,9,3,3,7,7,0,2,Millenials
1297,26,Yes,Human Resources,20,2,Medical,4,Female,69,3,Human Resources,2,Married,2148,0,Yes,11,3,80,0,6,3,3,5,1,1,4,Millenials
1298,46,Yes,Research & Development,21,2,Medical,4,Female,66,3,Healthcare Representative,2,Married,8926,4,No,22,4,80,1,13,2,4,9,7,3,7,Gen X
1299,40,No,Research & Development,1,3,Life Sciences,3,Female,52,3,Healthcare Representative,4,Divorced,6513,4,No,17,4,80,1,12,3,3,5,3,0,3,Millenials
1300,34,No,Sales,8,2,Technical Degree,2,Male,92,4,Sales Executive,3,Married,6799,1,No,21,3,80,2,10,5,3,10,8,4,8,Millenials
1301,58,No,Sales,2,3,Medical,2,Male,52,3,Manager,2,Divorced,16291,4,No,22,4,80,1,37,0,2,16,9,14,14,Baby Boomers
1302,35,No,Research & Development,23,4,Medical,2,Male,91,1,Laboratory Technician,3,Married,2705,0,No,16,2,80,1,6,2,4,5,4,0,3,Millenials
1303,47,No,Research & Development,4,3,Life Sciences,3,Female,92,2,Manufacturing Director,2,Divorced,10333,8,Yes,12,3,80,1,28,4,3,22,11,14,10,Gen X
1304,40,No,Research & Development,12,3,Life Sciences,2,Female,47,3,Healthcare Representative,1,Divorced,4448,2,No,12,2,80,1,15,3,3,7,4,7,7,Millenials
1305,54,No,Research & Development,7,4,Medical,4,Female,68,3,Research Scientist,4,Married,6854,4,No,15,2,80,1,14,2,2,7,1,1,7,Gen X
1306,31,No,Sales,7,4,Marketing,1,Female,68,3,Sales Executive,1,Married,9637,2,No,14,4,80,2,9,3,3,3,2,2,2,Millenials
1307,28,No,Research & Development,1,3,Medical,3,Female,67,3,Research Scientist,1,Married,3591,1,No,25,3,80,1,3,3,3,3,2,1,2,Millenials
1308,38,No,Sales,2,4,Marketing,2,Female,77,1,Sales Representative,4,Married,5405,2,Yes,20,1,80,2,20,4,2,4,2,0,3,Millenials
1309,26,No,Sales,10,3,Medical,3,Male,46,3,Sales Executive,4,Single,4684,1,No,13,1,80,0,5,4,3,5,3,1,2,Millenials
1310,58,No,Research & Development,15,4,Life Sciences,1,Male,87,3,Research Director,3,Married,15787,2,Yes,14,2,80,0,23,3,3,2,2,2,2,Baby Boomers
1311,18,No,Research & Development,14,3,Medical,2,Female,33,3,Research Scientist,3,Single,1514,1,No,16,3,80,0,0,4,1,0,0,0,0,Gen Z
1312,31,Yes,Human Resources,18,5,Human Resources,4,Male,89,4,Human Resources,1,Married,2956,0,No,17,3,80,0,2,4,3,1,0,0,0,Millenials
1313,29,Yes,Human Resources,13,3,Human Resources,1,Male,56,2,Human Resources,1,Divorced,2335,4,Yes,15,4,80,3,4,3,3,2,2,2,0,Millenials
1314,45,No,Sales,2,4,Life Sciences,3,Female,67,3,Sales Executive,3,Married,5154,4,No,22,2,80,2,10,3,4,8,7,5,7,Gen X
1315,36,No,Research & Development,2,4,Other,4,Female,73,3,Research Scientist,2,Married,6962,4,Yes,22,4,80,1,15,2,3,1,0,0,0,Millenials
1316,43,No,Sales,2,4,Life Sciences,1,Male,92,3,Sales Executive,4,Married,5675,1,No,20,3,80,1,7,5,3,7,7,7,7,Gen X
1317,27,No,Research & Development,5,2,Life Sciences,4,Female,53,3,Laboratory Technician,4,Single,2379,0,Yes,14,3,80,0,6,3,2,5,4,0,2,Millenials
1318,29,No,Research & Development,20,1,Medical,4,Male,40,3,Laboratory Technician,4,Married,3812,1,No,13,2,80,0,11,3,4,11,8,3,10,Millenials
1319,32,No,Sales,10,4,Marketing,4,Male,79,3,Sales Executive,4,Single,4648,8,No,13,3,80,0,4,2,4,0,0,0,0,Millenials
1320,42,No,Research & Development,10,4,Technical Degree,3,Male,38,3,Research Scientist,3,Married,2936,3,No,22,2,80,2,10,1,2,6,3,3,3,Gen X
1321,47,No,Research & Development,9,4,Life Sciences,2,Female,64,3,Laboratory Technician,3,Single,2105,4,No,12,3,80,0,7,2,3,2,2,2,0,Gen X
1322,46,No,Research & Development,2,2,Life Sciences,4,Male,82,3,Manufacturing Director,4,Divorced,8578,3,No,14,3,80,1,12,4,2,9,8,4,7,Gen X
1323,28,No,Human Resources,1,2,Life Sciences,3,Male,43,3,Human Resources,4,Divorced,2706,1,No,15,2,80,1,3,2,3,3,2,2,2,Millenials
1324,29,No,Research & Development,29,1,Life Sciences,4,Male,93,1,Healthcare Representative,3,Divorced,6384,8,No,17,4,80,2,11,3,3,7,0,1,6,Millenials
1325,42,No,Research & Development,8,3,Life Sciences,4,Male,81,3,Laboratory Technician,3,Single,3968,4,No,13,4,80,0,8,3,3,0,0,0,0,Gen X
1326,32,Yes,Sales,2,4,Marketing,3,Male,82,2,Sales Executive,2,Single,9907,7,Yes,12,3,80,0,7,3,2,2,2,2,2,Millenials
1327,46,No,Sales,3,3,Technical Degree,1,Female,45,4,Sales Executive,1,Divorced,13225,2,No,12,4,80,1,25,5,3,19,17,2,8,Gen X
1328,27,No,Sales,23,1,Medical,2,Female,36,2,Sales Representative,3,Married,3540,1,No,21,4,80,1,9,5,3,9,8,5,8,Millenials
1329,29,No,Human Resources,6,1,Medical,4,Male,87,2,Human Resources,2,Married,2804,1,No,11,4,80,0,1,3,3,1,0,0,0,Millenials
1330,43,No,Research & Development,6,3,Medical,1,Female,81,2,Manager,3,Married,19392,7,No,13,4,80,0,21,2,3,16,12,6,14,Gen X
1331,48,No,Research & Development,10,3,Life Sciences,4,Male,91,2,Research Director,2,Married,19665,4,No,12,4,80,0,29,3,3,22,10,12,9,Gen X
1332,29,Yes,Research & Development,24,2,Life Sciences,4,Male,73,2,Research Scientist,4,Single,2439,1,Yes,24,2,80,0,1,3,2,1,0,1,0,Millenials
1333,46,Yes,Sales,10,3,Life Sciences,3,Female,64,3,Sales Executive,2,Married,7314,5,No,21,3,80,3,14,2,3,8,7,0,7,Gen X
1334,27,No,Research & Development,15,3,Life Sciences,4,Female,77,2,Research Scientist,1,Married,4774,0,No,19,4,80,1,8,2,2,7,6,7,3,Millenials
1335,39,No,Research & Development,19,4,Other,4,Male,41,3,Research Scientist,4,Divorced,3902,8,No,14,2,80,3,7,2,3,2,2,2,2,Millenials
1336,55,No,Research & Development,2,4,Technical Degree,2,Male,98,2,Research Scientist,4,Married,2662,8,No,20,2,80,1,19,2,4,5,2,0,4,Gen X
1337,28,No,Sales,3,3,Medical,2,Female,78,3,Sales Representative,2,Married,2856,1,No,19,4,80,1,1,3,3,1,0,0,0,Millenials
1338,30,Yes,Sales,9,3,Medical,2,Male,89,3,Sales Representative,4,Single,1081,1,No,13,3,80,0,1,3,2,1,0,0,0,Millenials
1339,22,Yes,Research & Development,7,1,Life Sciences,4,Male,75,3,Research Scientist,2,Single,2472,1,Yes,23,1,80,0,1,2,3,1,0,0,0,Gen Z
1340,36,No,Sales,10,4,Technical Degree,2,Female,63,2,Sales Executive,3,Married,5673,1,Yes,13,1,80,1,10,4,3,10,9,1,7,Millenials
1341,31,No,Research & Development,20,3,Life Sciences,2,Male,89,3,Laboratory Technician,3,Divorced,4197,1,No,11,1,80,1,10,2,3,10,8,0,2,Millenials
1342,34,No,Sales,4,3,Life Sciences,3,Male,64,3,Sales Executive,4,Married,9713,2,Yes,13,4,80,3,9,3,3,5,3,1,0,Millenials
1343,29,No,Research & Development,7,3,Life Sciences,4,Male,59,3,Laboratory Technician,1,Single,2062,3,No,14,2,80,0,11,2,3,3,2,1,2,Millenials
1344,37,No,Research & Development,7,4,Medical,4,Male,78,3,Research Scientist,1,Married,4284,5,Yes,22,3,80,1,16,2,3,5,3,0,4,Millenials
1345,35,No,Research & Development,16,2,Other,4,Female,44,2,Manufacturing Director,2,Married,4788,0,Yes,11,4,80,0,4,2,3,3,2,0,2,Millenials
1346,45,No,Research & Development,25,2,Life Sciences,2,Female,93,2,Manufacturing Director,4,Married,5906,0,No,13,4,80,2,10,2,2,9,8,3,8,Gen X
1347,36,No,Human Resources,2,1,Human Resources,2,Male,94,2,Human Resources,4,Single,3886,1,No,21,4,80,0,10,2,2,10,1,0,8,Millenials
1348,40,No,Research & Development,1,4,Life Sciences,1,Male,98,3,Manager,1,Divorced,16823,2,No,11,1,80,1,22,3,3,19,7,11,16,Millenials
1349,26,No,Research & Development,1,2,Life Sciences,2,Female,90,2,Research Scientist,3,Married,2933,1,Yes,13,3,80,1,1,3,2,1,0,1,0,Millenials
1350,27,No,Sales,2,2,Medical,1,Female,89,4,Sales Executive,3,Single,6500,0,No,14,2,80,0,9,5,2,8,7,0,7,Millenials
1351,48,No,Research & Development,22,3,Medical,4,Female,58,3,Manager,4,Divorced,17174,3,No,11,2,80,1,24,3,3,22,17,4,7,Gen X
1352,44,No,Research & Development,1,4,Life Sciences,2,Male,78,4,Healthcare Representative,1,Married,5033,2,No,15,4,80,1,10,5,3,2,0,2,2,Gen X
1353,34,Yes,Research & Development,16,4,Technical Degree,4,Male,85,1,Research Scientist,1,Married,2307,1,Yes,23,2,80,1,5,2,3,5,2,3,0,Millenials
1354,56,Yes,Research & Development,24,2,Life Sciences,1,Male,97,3,Laboratory Technician,4,Single,2587,1,No,16,4,80,0,5,3,3,4,2,1,0,Baby Boomers
1355,36,No,Sales,17,2,Marketing,3,Male,33,2,Sales Executive,2,Married,5507,2,No,16,3,80,2,12,1,1,4,2,1,3,Millenials
1356,41,No,Sales,8,3,Marketing,3,Female,54,3,Sales Executive,2,Married,4393,5,No,21,3,80,1,14,3,3,5,4,1,4,Gen X
1357,42,No,Research & Development,6,3,Medical,3,Male,83,3,Research Director,1,Married,13348,9,No,13,2,80,1,18,3,4,13,7,5,7,Gen X
1358,31,No,Sales,10,2,Medical,3,Female,86,3,Sales Executive,4,Divorced,6583,2,Yes,11,4,80,1,8,2,3,5,2,1,4,Millenials
1359,34,No,Sales,3,1,Medical,4,Female,75,2,Sales Executive,4,Married,8103,3,Yes,12,3,80,0,9,3,2,4,2,0,1,Millenials
1360,31,No,Research & Development,4,3,Medical,1,Female,62,4,Laboratory Technician,3,Divorced,3978,8,No,12,2,80,1,4,0,2,2,2,2,2,Millenials
1361,26,No,Research & Development,6,3,Other,3,Male,61,4,Laboratory Technician,4,Married,2544,0,No,18,1,80,1,8,3,3,7,7,7,7,Millenials
1362,45,No,Research & Development,1,4,Medical,2,Male,44,3,Healthcare Representative,3,Single,5399,4,No,12,3,80,0,12,3,3,4,2,0,3,Gen X
1363,33,No,Sales,10,4,Marketing,2,Male,43,3,Sales Executive,3,Single,5487,1,No,14,2,80,0,10,2,2,10,4,0,9,Millenials
1364,28,No,Sales,1,2,Life Sciences,3,Male,42,2,Sales Executive,4,Married,6834,1,Yes,12,3,80,1,7,2,3,7,7,0,7,Millenials
1365,29,Yes,Sales,24,3,Technical Degree,3,Male,45,4,Sales Representative,1,Single,1091,1,No,17,4,80,0,1,3,3,1,0,0,0,Millenials
1366,39,No,Sales,21,4,Life Sciences,1,Female,32,1,Sales Executive,3,Married,5736,6,No,19,3,80,1,10,1,3,3,2,1,2,Millenials
1367,27,No,Research & Development,2,4,Technical Degree,2,Male,41,3,Research Scientist,2,Married,2226,1,No,11,3,80,1,6,3,2,5,3,1,2,Millenials
1368,34,No,Research & Development,22,4,Other,3,Male,86,2,Research Scientist,4,Married,5747,1,Yes,15,2,80,0,16,3,3,15,10,6,11,Millenials
1369,28,Yes,Sales,13,2,Marketing,4,Female,84,3,Sales Executive,3,Single,9854,3,Yes,11,4,80,0,6,0,3,2,0,2,2,Millenials
1370,47,No,Research & Development,14,4,Technical Degree,3,Male,64,3,Research Scientist,2,Married,5467,8,No,18,3,80,1,16,4,4,8,7,1,7,Gen X
1371,56,No,Sales,11,5,Marketing,4,Female,89,2,Sales Executive,1,Married,5380,4,No,16,3,80,1,6,3,3,0,0,0,0,Baby Boomers
1372,39,No,Research & Development,9,2,Medical,1,Male,87,3,Manufacturing Director,1,Married,5151,1,No,25,4,80,1,10,3,3,10,0,7,9,Millenials
1373,38,No,Research & Development,8,3,Medical,4,Female,58,2,Research Scientist,2,Divorced,2133,1,Yes,16,3,80,1,20,3,3,20,11,0,7,Millenials
1374,58,No,Sales,21,3,Life Sciences,4,Female,72,3,Manager,4,Married,17875,4,Yes,13,3,80,1,29,2,2,1,0,0,0,Baby Boomers
1375,32,Yes,Research & Development,5,2,Life Sciences,1,Female,47,4,Research Scientist,3,Single,2432,3,Yes,14,1,80,0,8,2,3,4,1,0,3,Millenials
1376,38,No,Research & Development,9,2,Life Sciences,2,Male,71,3,Research Scientist,4,Divorced,4771,2,No,19,4,80,2,10,0,4,5,2,0,3,Millenials
1377,49,No,Research & Development,2,1,Life Sciences,2,Male,42,3,Research Director,4,Married,19161,3,No,15,4,80,0,28,3,3,5,4,4,3,Gen X
1378,42,No,Sales,12,4,Marketing,2,Male,77,3,Sales Executive,4,Divorced,5087,3,Yes,12,3,80,2,14,4,3,0,0,0,0,Gen X
1379,27,Yes,Human Resources,22,3,Human Resources,1,Female,58,2,Human Resources,2,Married,2863,1,No,12,1,80,0,1,2,3,1,0,0,0,Millenials
1380,35,No,Sales,18,4,Medical,2,Male,71,3,Sales Executive,1,Married,5561,0,No,16,4,80,1,6,2,1,5,3,0,4,Millenials
1381,28,No,Research & Development,16,3,Medical,3,Male,49,3,Research Scientist,3,Single,2144,1,No,14,3,80,0,5,3,2,5,3,1,4,Millenials
1382,31,No,Research & Development,3,2,Medical,3,Male,48,3,Research Scientist,1,Divorced,3065,1,Yes,13,4,80,1,4,3,4,4,2,2,3,Millenials
1383,36,No,Research & Development,9,4,Life Sciences,1,Male,66,4,Laboratory Technician,2,Married,2810,1,No,22,2,80,0,5,3,3,5,4,0,2,Millenials
1384,34,No,Sales,1,3,Marketing,1,Male,32,3,Sales Executive,4,Single,9888,1,No,21,1,80,0,14,3,2,14,8,2,1,Millenials
1385,34,No,Sales,13,4,Medical,4,Male,39,3,Sales Executive,3,Divorced,8628,1,No,18,3,80,1,9,2,2,8,7,1,1,Millenials
1386,26,No,Research & Development,1,3,Medical,3,Male,95,3,Laboratory Technician,1,Single,2867,0,No,13,4,80,0,8,6,2,7,7,7,6,Millenials
1387,29,No,Research & Development,1,3,Life Sciences,1,Male,89,3,Healthcare Representative,1,Married,5373,0,No,12,1,80,1,6,5,2,5,3,0,2,Millenials
1388,32,No,Research & Development,15,4,Medical,3,Female,34,3,Healthcare Representative,4,Divorced,6667,5,No,18,2,80,1,9,6,3,5,1,1,2,Millenials
1389,31,No,Research & Development,1,3,Life Sciences,4,Male,48,1,Research Scientist,1,Married,5003,1,No,21,2,80,0,10,6,3,10,8,8,7,Millenials
1390,28,Yes,Research & Development,17,3,Technical Degree,3,Male,32,2,Laboratory Technician,4,Divorced,2367,5,No,12,1,80,1,6,2,2,4,1,0,3,Millenials
1391,38,No,Sales,1,3,Life Sciences,1,Male,59,2,Sales Representative,1,Single,2858,4,No,14,1,80,0,20,3,2,1,0,0,0,Millenials
1392,35,No,Sales,7,4,Life Sciences,3,Female,55,3,Sales Executive,4,Married,5204,1,Yes,11,4,80,0,10,2,3,10,8,0,9,Millenials
1393,27,No,Sales,9,3,Marketing,4,Male,44,3,Sales Executive,4,Single,4105,1,No,14,1,80,0,7,5,3,7,7,0,7,Millenials
1394,32,No,Research & Development,5,4,Life Sciences,4,Male,56,2,Manufacturing Director,4,Single,9679,8,No,24,2,80,0,8,1,3,1,0,0,0,Millenials
1395,31,Yes,Sales,26,4,Marketing,1,Male,63,3,Sales Executive,4,Married,5617,1,Yes,11,3,80,0,10,4,3,10,7,0,8,Millenials
1396,53,Yes,Sales,24,4,Life Sciences,1,Male,66,3,Sales Executive,1,Single,10448,6,Yes,13,2,80,0,15,2,2,2,2,2,2,Gen X
1397,54,No,Research & Development,9,2,Life Sciences,1,Female,67,3,Research Scientist,3,Married,2897,3,No,11,3,80,2,9,6,2,4,3,2,3,Gen X
1398,33,No,Research & Development,7,2,Life Sciences,4,Male,36,3,Healthcare Representative,3,Divorced,5968,1,No,20,3,80,3,9,2,3,9,7,2,8,Millenials
1399,43,No,Research & Development,11,3,Life Sciences,1,Male,30,3,Healthcare Representative,3,Married,7510,1,No,17,2,80,1,10,1,3,10,9,0,9,Gen X
1400,38,No,Human Resources,1,4,Other,4,Male,88,3,Human Resources,2,Married,2991,0,Yes,11,2,80,1,7,2,3,6,2,1,2,Millenials
1401,55,No,Human Resources,26,4,Human Resources,3,Male,71,4,Manager,2,Married,19636,4,Yes,18,1,80,1,35,0,3,10,9,1,4,Gen X
1402,31,No,Research & Development,2,1,Medical,4,Female,59,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,80,3,1,4,3,1,0,0,0,Millenials
1403,39,No,Sales,15,4,Marketing,2,Male,77,3,Sales Executive,1,Single,13341,0,No,12,1,80,0,21,3,3,20,8,11,10,Millenials
1404,42,No,Research & Development,23,2,Life Sciences,4,Male,37,2,Research Scientist,3,Single,4332,1,No,12,4,80,0,20,2,3,20,9,3,7,Gen X
1405,31,No,Research & Development,10,3,Medical,3,Female,40,3,Research Director,3,Married,11031,4,No,20,3,80,1,13,2,4,11,7,4,8,Millenials
1406,54,No,Research & Development,10,3,Medical,3,Female,77,3,Manufacturing Director,1,Single,4440,6,Yes,19,4,80,0,9,3,3,5,2,1,4,Gen X
1407,24,No,Research & Development,1,2,Life Sciences,2,Male,45,2,Healthcare Representative,3,Single,4617,1,No,12,2,80,0,4,2,2,4,3,1,2,Gen Z
1408,23,No,Research & Development,12,2,Other,4,Male,78,3,Laboratory Technician,4,Single,2647,1,No,13,3,80,0,5,6,4,5,2,1,4,Gen Z
1409,40,No,Research & Development,11,3,Technical Degree,4,Female,73,3,Laboratory Technician,3,Married,6323,1,No,11,1,80,1,10,2,4,10,9,9,4,Millenials
1410,40,No,Sales,2,2,Marketing,2,Female,92,3,Sales Executive,2,Married,5677,3,No,14,3,80,1,15,4,3,11,8,5,10,Millenials
1411,25,No,Human Resources,2,3,Human Resources,3,Female,82,3,Human Resources,2,Married,2187,4,No,14,3,80,0,6,3,3,2,0,1,2,Gen Z
1412,30,No,Research & Development,1,2,Medical,4,Male,76,3,Laboratory Technician,2,Married,3748,1,No,13,3,80,0,12,6,2,12,8,1,7,Millenials
1413,25,No,Research & Development,2,1,Other,4,Male,57,3,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,80,1,7,2,2,2,2,0,2,Gen Z
1414,47,No,Research & Development,25,3,Medical,1,Male,84,3,Healthcare Representative,3,Single,8633,2,No,23,2,80,0,25,3,3,17,14,12,11,Gen X
1415,33,No,Research & Development,1,2,Medical,2,Male,59,2,Laboratory Technician,3,Divorced,2008,1,No,12,3,80,3,1,2,2,1,1,0,0,Millenials
1416,38,No,Sales,1,4,Life Sciences,4,Male,86,3,Sales Executive,2,Married,4440,0,No,15,1,80,2,16,3,3,15,13,5,8,Millenials
1417,31,No,Sales,2,2,Life Sciences,1,Male,54,3,Sales Representative,3,Married,3067,0,No,19,3,80,1,3,1,3,2,2,1,2,Millenials
1418,38,No,Research & Development,6,4,Life Sciences,1,Male,72,2,Manufacturing Director,3,Married,5321,2,No,11,4,80,1,10,1,3,8,3,7,7,Millenials
1419,42,No,Research & Development,18,4,Life Sciences,4,Male,35,3,Research Scientist,1,Divorced,5410,6,Yes,17,3,80,1,9,3,2,4,3,1,2,Gen X
1420,41,No,Research & Development,1,3,Life Sciences,4,Male,76,3,Research Scientist,4,Married,2782,3,No,22,1,80,1,12,3,3,5,3,1,0,Gen X
1421,47,No,Research & Development,1,1,Medical,3,Female,98,3,Research Director,2,Married,11957,0,No,18,1,80,2,14,3,1,13,8,5,12,Gen X
1422,35,No,Research & Development,11,4,Medical,4,Male,43,3,Laboratory Technician,3,Married,2660,7,Yes,11,3,80,1,5,3,3,2,2,2,2,Millenials
1423,22,No,Research & Development,1,2,Life Sciences,4,Male,63,3,Research Scientist,3,Single,3375,0,No,12,4,80,0,4,2,4,3,2,1,2,Gen Z
1424,35,No,Research & Development,9,4,Medical,2,Male,48,3,Research Scientist,3,Single,5098,1,No,19,2,80,0,10,5,3,10,7,0,8,Millenials
1425,33,No,Research & Development,15,2,Medical,2,Female,95,3,Healthcare Representative,4,Married,4878,0,Yes,13,1,80,1,10,6,3,9,7,8,1,Millenials
1426,32,No,Research & Development,29,4,Life Sciences,3,Female,49,2,Laboratory Technician,2,Single,2837,1,No,13,3,80,0,6,3,3,6,2,4,1,Millenials
1427,40,No,Research & Development,1,4,Life Sciences,1,Male,83,3,Laboratory Technician,4,Married,2406,8,No,19,3,80,2,8,3,2,1,0,0,0,Millenials
1428,32,No,Sales,1,4,Medical,2,Male,68,2,Sales Representative,2,Married,2269,0,No,14,2,80,1,3,2,3,2,2,2,2,Millenials
1429,39,No,Research & Development,24,1,Life Sciences,1,Male,52,3,Research Scientist,4,Single,4108,7,No,13,1,80,0,18,2,3,7,7,1,7,Millenials
1430,38,No,Research & Development,10,3,Medical,2,Female,99,1,Research Director,3,Married,13206,3,No,12,1,80,1,20,3,3,18,16,1,11,Millenials
1431,32,No,Sales,1,4,Marketing,3,Female,48,3,Sales Executive,4,Married,10422,1,No,19,3,80,2,14,3,3,14,10,5,7,Millenials
1432,37,No,Research & Development,10,3,Life Sciences,3,Female,42,4,Research Director,4,Married,13744,1,Yes,25,1,80,1,16,2,3,16,11,6,8,Millenials
1433,25,No,Sales,8,2,Other,1,Female,85,3,Sales Executive,3,Divorced,4907,0,Yes,22,2,80,1,6,3,2,5,3,0,4,Gen Z
1434,52,No,Sales,29,4,Life Sciences,1,Male,40,3,Sales Representative,4,Divorced,3482,2,No,15,2,80,2,16,3,2,9,8,0,0,Gen X
1435,44,No,Research & Development,1,3,Medical,2,Male,42,3,Research Scientist,4,Single,2436,6,Yes,12,3,80,0,6,2,3,4,3,1,2,Gen X
1436,21,No,Sales,5,1,Medical,3,Male,58,3,Sales Representative,1,Single,2380,1,Yes,11,4,80,0,2,6,3,2,2,1,2,Gen Z
1437,39,No,Research & Development,9,3,Life Sciences,4,Male,87,3,Manager,4,Single,19431,2,No,13,3,80,0,21,3,2,6,0,1,3,Millenials
1438,23,Yes,Sales,9,3,Marketing,4,Male,33,3,Sales Representative,1,Married,1790,1,No,19,1,80,1,1,3,2,1,0,1,0,Gen Z
1439,36,No,Sales,3,3,Medical,1,Female,94,2,Sales Executive,4,Married,7644,0,No,19,3,80,2,10,2,3,9,7,3,4,Millenials
1440,36,No,Research & Development,4,2,Life Sciences,4,Female,97,3,Manufacturing Director,2,Divorced,5131,7,No,13,2,80,3,18,3,3,4,2,0,2,Millenials
1441,56,No,Research & Development,1,4,Life Sciences,3,Male,57,3,Healthcare Representative,3,Divorced,6306,1,No,21,1,80,1,13,2,2,13,12,1,9,Baby Boomers
1442,29,Yes,Research & Development,1,4,Medical,1,Male,36,3,Research Scientist,4,Married,4787,9,Yes,14,2,80,3,4,3,4,2,2,2,2,Millenials
1443,42,No,Research & Development,2,3,Life Sciences,1,Male,56,3,Manager,3,Married,18880,5,No,11,1,80,0,24,2,2,22,6,4,14,Gen X
1444,56,Yes,Research & Development,7,2,Technical Degree,4,Male,72,3,Laboratory Technician,3,Married,2339,8,No,11,4,80,1,14,4,1,10,9,9,8,Baby Boomers
1445,41,No,Research & Development,28,4,Life Sciences,1,Female,60,2,Manufacturing Director,2,Married,13570,0,No,23,3,80,1,21,3,3,20,7,0,10,Gen X
1446,34,No,Sales,28,3,Marketing,4,Female,95,2,Sales Executive,3,Married,6712,1,No,21,4,80,2,8,2,3,8,7,1,7,Millenials
1447,36,No,Sales,15,4,Marketing,4,Male,88,1,Sales Executive,4,Divorced,5406,1,No,24,1,80,1,15,4,2,15,12,11,11,Millenials
1448,41,No,Sales,3,3,Life Sciences,3,Male,57,2,Sales Executive,2,Divorced,8938,2,No,11,3,80,1,14,5,3,5,4,0,4,Gen X
1449,32,No,Research & Development,2,3,Technical Degree,4,Male,78,3,Research Scientist,1,Single,2439,1,No,14,4,80,0,4,4,3,4,2,1,2,Millenials
1450,35,No,Human Resources,26,4,Life Sciences,3,Female,31,3,Human Resources,4,Single,8837,1,Yes,16,3,80,0,9,2,3,9,0,1,7,Millenials
1451,38,No,Sales,10,2,Life Sciences,1,Female,100,3,Sales Executive,4,Married,5343,1,No,11,3,80,1,10,1,3,10,7,1,9,Millenials
1452,50,Yes,Sales,1,4,Life Sciences,2,Male,94,3,Sales Executive,3,Divorced,6728,7,No,12,4,80,2,12,3,3,6,3,0,1,Gen X
1453,36,No,Sales,11,4,Marketing,2,Female,100,2,Sales Executive,4,Married,6652,4,No,13,1,80,1,8,2,2,6,3,0,0,Millenials
1454,45,No,Sales,20,3,Life Sciences,4,Female,50,3,Sales Executive,3,Single,4850,8,No,15,3,80,0,8,3,3,5,3,0,1,Gen X
1455,40,No,Research & Development,2,4,Life Sciences,3,Male,52,2,Research Scientist,3,Single,2809,2,No,14,4,80,0,8,2,3,2,2,2,2,Millenials
1456,35,No,Research & Development,18,4,Life Sciences,3,Male,80,3,Healthcare Representative,3,Married,5689,1,Yes,14,4,80,2,10,2,4,10,2,0,2,Millenials
1457,40,No,Research & Development,2,4,Medical,3,Female,98,3,Research Scientist,3,Married,2001,2,No,14,2,80,3,20,2,3,5,3,0,2,Millenials
1458,35,No,Research & Development,1,4,Life Sciences,3,Female,62,1,Research Scientist,4,Married,2977,1,No,12,4,80,1,4,5,3,4,3,1,1,Millenials
1459,29,No,Research & Development,13,2,Other,4,Male,46,2,Laboratory Technician,2,Married,4025,4,Yes,13,1,80,1,10,2,3,4,3,0,3,Millenials
1460,29,No,Research & Development,28,4,Medical,4,Female,73,2,Research Scientist,1,Single,3785,1,No,14,2,80,0,5,3,1,5,4,0,4,Millenials
